id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
1080,Sapi daging dendeng mentah,Makan Siang,301.0,55.0,9.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo']",daging sapi bumbu daging protein tinggi rendah karbo
1081,Sapi daging gemuk segar,Sarapan,273.0,17.5,22.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",daging sapi bumbu daging protein tinggi tinggi lemak rendah karbo
1082,Sapi daging kornet,Sarapan,289.0,16.0,25.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",daging sapi bumbu daging protein tinggi tinggi lemak rendah karbo
1083,Sapi daging kurus segar,Sarapan,174.0,19.6,10.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging protein tinggi rendah karbo rendah kalori
1084,Sapi daging lemak sedang segar,Sarapan,201.0,18.8,14.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo']",daging sapi bumbu daging protein tinggi rendah karbo
1085,Sapi daging sosis (Worst),Makan Siang,448.0,14.5,42.3,2.3,0.5,"['daging sapi', 'bumbu']","['daging', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",daging sapi bumbu daging tinggi lemak rendah karbo tinggi kalori
1086,Sapi daleman segar,Sarapan,183.0,12.0,14.4,1.4,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah karbo rendah kalori
1087,Sapi dideh/darah,Sarapan,98.0,21.9,1.1,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
1088,Sapi ginjal segar,Sarapan,137.0,15.0,8.1,0.9,0.4,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging protein tinggi rendah karbo rendah kalori
1089,Sapi hati sosis (liverworst),Sarapan,274.0,16.0,22.0,3.0,0.5,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",daging sapi bumbu daging protein tinggi tinggi lemak rendah karbo
1090,Sapi keleponan segar,Sarapan,84.0,10.5,4.6,0.2,0.1,"['daging sapi', 'bumbu']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah lemak rendah karbo rendah kalori
1091,Sapi liver segar,Sarapan,132.0,19.7,3.2,6.0,0.5,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
1092,Sapi otak segar,Sarapan,123.0,10.4,8.6,0.8,0.3,"['daging sapi', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah karbo rendah kalori
1093,Sapi paru dendeng mentah,Makan Siang,360.0,57.3,6.0,19.2,1.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi']",daging sapi bumbu daging protein tinggi
1094,Sapi paru goreng,Sarapan,268.0,23.9,12.7,14.5,0.7,"['daging sapi', 'bumbu']","['goreng', 'daging', 'protein tinggi']",daging sapi bumbu goreng daging protein tinggi
1095,Sapi usus segar,Sarapan,126.0,14.0,7.2,1.5,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah karbo rendah kalori
1096,Sarang Burung,Sarapan,281.0,37.5,0.3,32.1,1.6,"['burung', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",burung bumbu protein tinggi rendah lemak tinggi karbo
1097,Sardines dalam kaleng,Makan Siang,338.0,21.1,27.0,1.0,0.4,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo
1098,Sari Kedelai bubuk,Makan Siang,344.0,30.0,20.0,43.0,2.1,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi', 'tinggi lemak', 'tinggi karbo']",bahan utama bumbu nabati protein tinggi tinggi lemak tinggi karbo
1099,Sarimuka,Sarapan,166.0,2.3,2.8,32.9,1.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1100,Sate Bandeng,Sarapan,283.0,12.1,16.8,20.9,1.0,"['bahan utama', 'bumbu']","['tinggi lemak', 'tradisional']",bahan utama bumbu tinggi lemak tradisional
1101,Sate Kulit ,Sarapan,110.0,15.5,0.5,11.5,0.6,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah kalori', 'tradisional']",bahan utama bumbu protein tinggi rendah lemak rendah kalori tradisional
1102,Sate penyu masakan,Sarapan,179.0,22.5,3.5,13.3,0.7,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah kalori', 'tradisional']",bahan utama bumbu protein tinggi rendah lemak rendah kalori tradisional
1103,Sate pusut masakan,Sarapan,274.0,12.9,18.6,13.6,0.7,"['bahan utama', 'bumbu']","['tinggi lemak', 'tradisional']",bahan utama bumbu tinggi lemak tradisional
1104,Sate Usus ,Sarapan,126.7,14.0,7.3,1.3,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah karbo rendah kalori tradisional
1105,Sawi,Sarapan,22.0,2.3,0.3,4.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1106,Sawi putih / pecai segar,Sarapan,9.0,1.0,0.1,1.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1107,Sawi taiwan segar,Sarapan,30.0,1.9,0.5,4.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1108,Sawi tanah segar,Sarapan,19.0,1.3,0.2,2.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1109,Sawo,Sarapan,92.0,0.5,1.1,22.4,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1110,Sawo duren segar,Sarapan,64.0,1.0,3.1,8.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1111,Sawo kecik segar,Sarapan,111.0,0.9,2.3,21.6,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1112,Sawo Manila segar,Sarapan,92.0,0.5,1.1,22.4,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1113,Sayur asem,Sarapan,29.0,0.7,0.6,5.0,0.5,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1114,Sayur bunga pepaya,Sarapan,49.0,1.7,0.3,9.8,1.0,"['sayuran', 'pepaya']","['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran pepaya sayuran rendah lemak rendah karbo rendah kalori
1115,Sayur garu,Sarapan,178.0,2.6,13.9,10.6,1.1,['sayuran'],"['sayuran', 'rendah kalori']",sayuran sayuran rendah kalori
1116,Sayur kohu-kohu,Sarapan,133.0,7.3,6.6,11.2,1.1,['sayuran'],"['sayuran', 'rendah kalori']",sayuran sayuran rendah kalori
1117,Sayur lebui,Sarapan,64.0,2.1,0.6,12.5,1.2,['sayuran'],"['sayuran', 'rendah lemak', 'rendah kalori']",sayuran sayuran rendah lemak rendah kalori
1118,Sayur lilin-terubuk,Sarapan,36.0,2.7,0.7,4.8,0.5,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1119,Sayur ndusuk,Sarapan,49.0,3.1,2.5,3.6,0.5,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1120,Sayur sop,Sarapan,27.0,1.3,2.0,1.0,0.4,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1121,Sayur umbut kelapa,Sarapan,67.0,5.2,2.9,5.1,0.5,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1122,Sayur umbut rotan,Sarapan,57.0,5.4,2.6,3.1,0.5,['sayuran'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah lemak rendah karbo rendah kalori
1123,Selada,Sarapan,15.0,1.2,0.2,2.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1124,Selada Air,Sarapan,17.0,1.7,0.3,3.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1125,Selada Air rebus,Sarapan,19.0,2.7,0.2,2.9,0.5,"['bahan utama', 'bumbu']","['rebus', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rebus rendah lemak rendah karbo rendah kalori
1126,Seledri,Sarapan,20.0,1.0,0.1,4.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1127,Semangka,Sarapan,28.0,0.5,0.2,6.9,0.5,['semangka'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",semangka rendah lemak rendah karbo rendah kalori
1128,Semur Jengkol ,Sarapan,192.5,4.5,6.0,30.3,1.5,"['bahan utama', 'bumbu']","['tinggi karbo', 'rendah kalori']",bahan utama bumbu tinggi karbo rendah kalori
1129,Sente,Sarapan,64.0,0.6,0.3,14.8,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1130,Sente talas segar,Makan Siang,353.0,0.7,0.2,84.7,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1131,Sepi masakan,Sarapan,88.0,7.9,1.6,10.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1132,Serbuk Coklat,Sarapan,298.0,8.0,23.8,48.9,2.4,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo']",bahan utama bumbu tinggi lemak tinggi karbo
1133,Serimping talas kebumen,Makan Siang,478.0,2.5,21.2,69.2,3.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
1134,Setrup sirup,Sarapan,213.0,0.0,0.0,55.0,2.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1135,Shabu-shabu,Sarapan,88.0,3.2,8.0,0.8,0.3,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1136,Sie reuboh masakan,Makan Siang,474.0,11.2,42.5,11.7,0.6,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi kalori
1137,Singkah (rotan muda),Sarapan,81.0,5.1,4.5,5.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1138,Singkong Goreng ,Sarapan,285.0,1.0,18.0,28.0,1.4,"['bahan utama', 'bumbu']","['goreng', 'tinggi lemak']",bahan utama bumbu goreng tinggi lemak
1139,Singkong kukus,Sarapan,146.0,1.2,0.3,34.7,1.7,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak tinggi karbo rendah kalori
1140,Singkong tape,Sarapan,173.0,0.5,0.1,42.5,2.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1141,Siomay ,Sarapan,95.3,4.4,2.2,14.4,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1142,Sirsak,Sarapan,65.0,1.0,0.3,16.3,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1143,Sirup,Sarapan,213.0,0.0,0.0,55.0,2.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1144,Sop buntut masakan,Sarapan,71.0,7.5,3.6,2.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1145,Sop daging sapi masakan,Sarapan,49.0,5.8,0.5,5.3,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah lemak rendah karbo rendah kalori
1146,Sop kaki sapi masakan,Sarapan,68.0,9.0,1.9,3.7,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah lemak rendah karbo rendah kalori
1147,Sop kambing masakan,Sarapan,34.0,5.5,0.8,1.1,0.4,"['bumbu', 'kambing']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bumbu kambing daging rendah lemak rendah karbo rendah kalori
1148,Sop konro masakan,Sarapan,71.0,7.4,2.6,4.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1149,Sop Kool,Sarapan,12.0,0.5,0.1,2.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1150,Sop Kool dan Wortel,Sarapan,15.0,0.6,0.1,3.1,0.5,['wortel'],"['sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",wortel sayuran rendah lemak rendah karbo rendah kalori
1151,Sop saudara masakan,Sarapan,89.0,7.2,5.0,3.9,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1152,Soto bandung masakan,Sarapan,42.0,3.9,1.7,2.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori tradisional
1153,Soto banjar masakan,Sarapan,110.0,2.9,9.5,3.2,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah karbo rendah kalori tradisional
1154,Soto betawi masakan,Sarapan,135.0,2.5,8.8,11.5,0.6,"['bahan utama', 'bumbu']","['rendah kalori', 'tradisional']",bahan utama bumbu rendah kalori tradisional
1155,Soto dengan Daging,Sarapan,127.5,2.6,9.4,8.3,0.5,"['bahan utama', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu daging rendah karbo rendah kalori tradisional
1156,Soto jeroan masakan,Sarapan,92.0,11.8,4.3,1.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori tradisional
1157,Soto kudus masakan,Sarapan,38.0,2.6,2.3,1.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori tradisional
1158,Soto madura masakan,Sarapan,60.0,3.5,4.5,1.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori tradisional
1159,Soto padang masakan,Sarapan,127.0,5.9,6.6,11.0,0.6,"['bahan utama', 'bumbu']","['rendah kalori', 'padang', 'tradisional']",bahan utama bumbu rendah kalori padang tradisional
1160,Soto pekalongan masakan,Sarapan,94.0,3.0,6.8,5.1,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah karbo rendah kalori tradisional
1161,Soto pemalang masakan,Sarapan,75.0,3.6,5.2,3.5,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah karbo rendah kalori tradisional
1162,Soto sukaraja masakan,Sarapan,80.0,3.2,3.5,9.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori tradisional
1163,Soto sulung masakan,Sarapan,86.0,2.3,8.5,0.0,0.0,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu rendah karbo rendah kalori tradisional
1164,Soto tanpa Daging ,Sarapan,117.1,0.4,8.6,9.6,0.5,"['bahan utama', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori', 'tradisional']",bahan utama bumbu daging rendah karbo rendah kalori tradisional
1165,Spaghetti,Sarapan,139.0,7.4,2.1,22.6,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1166,Srikaya,Sarapan,101.0,1.7,0.6,35.2,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1167,Sukiyaki masakan,Sarapan,75.0,5.6,0.4,12.2,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1168,Sukun muda segar,Sarapan,119.0,1.4,0.2,28.1,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1169,Sukun tua segar,Sarapan,126.0,1.6,0.2,24.5,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1170,Susu asam untuk bayi bubuk,Sarapan,418.0,19.0,9.0,65.5,3.3,"['bahan utama', 'bumbu']","['asam', 'protein tinggi', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu asam protein tinggi tinggi karbo tinggi kalori
1171,Susu bubuk,Sarapan,513.0,24.6,30.0,36.2,1.8,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak tinggi karbo tinggi kalori
1172,Susu Kambing,Sarapan,64.0,4.3,2.3,6.6,0.5,"['bumbu', 'kambing']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bumbu kambing daging rendah lemak rendah karbo rendah kalori
1173,Susu Kedelai,Sarapan,41.0,3.5,2.5,5.0,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1174,Susu Kental Manis,Sarapan,336.0,8.2,10.0,55.0,2.8,"['bahan utama', 'bumbu']","['manis', 'tinggi karbo']",bahan utama bumbu manis tinggi karbo
1175,Susu Kental Tak Manis,Sarapan,138.0,7.0,7.9,9.9,0.5,"['bahan utama', 'bumbu']","['manis', 'rendah karbo', 'rendah kalori']",bahan utama bumbu manis rendah karbo rendah kalori
1176,Susu Kerbau,Sarapan,160.0,6.3,12.0,7.1,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1177,Susu Sapi,Sarapan,61.0,3.2,3.5,4.3,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah lemak rendah karbo rendah kalori
1178,Susu Skim (tak berlemak),Sarapan,36.0,3.5,0.1,5.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1179,Susu skim bubuk,Sarapan,359.0,35.6,1.0,52.0,2.6,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
1180,Susu skim segar,Sarapan,36.0,3.5,0.1,5.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1181,Susupan,Sarapan,87.0,5.3,5.2,6.3,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1182,Suweg kukus,Sarapan,90.0,1.5,0.1,21.9,1.1,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah kalori
1183,Suweg mentah,Sarapan,69.0,1.0,0.1,15.7,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1184,Suweg talas segar,Sarapan,74.0,1.4,0.1,17.2,0.9,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1185,Suwir-suwir,Makan Siang,347.0,0.5,0.9,84.2,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1186,Tahu,Sarapan,68.0,7.8,4.6,1.6,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1187,Tahu goreng,Sarapan,115.0,9.7,8.5,2.5,0.5,"['bahan utama', 'bumbu']","['goreng', 'nabati', 'rendah karbo', 'rendah kalori']",bahan utama bumbu goreng nabati rendah karbo rendah kalori
1188,Tahu telur,Sarapan,328.0,12.6,19.9,24.6,1.2,"['telur', 'bumbu']","['nabati', 'tinggi lemak']",telur bumbu nabati tinggi lemak
1189,Takwa,Sarapan,148.0,13.8,8.5,4.0,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1190,Talas bogor kukus,Sarapan,120.0,1.5,0.3,28.2,1.4,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah kalori
1191,Talas pontianak segar,Sarapan,163.0,2.3,0.5,36.4,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1192,Talas viqueque segar,Sarapan,115.0,1.8,0.5,25.9,1.3,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1193,Tales kukus,Sarapan,120.0,1.5,0.3,28.2,1.4,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah kalori
1194,Tales mentah,Sarapan,98.0,1.9,0.2,23.7,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1195,Taoco,Sarapan,166.0,10.4,4.9,24.1,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1196,Taoge goreng,Sarapan,88.0,3.2,2.1,14.0,0.7,"['bahan utama', 'bumbu']","['goreng', 'rendah lemak', 'rendah kalori']",bahan utama bumbu goreng rendah lemak rendah kalori
1197,Taoge kacang kedelai segar,Sarapan,76.0,9.0,2.6,6.4,0.6,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1198,Taoge seduh,Sarapan,28.0,3.0,0.8,4.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1199,Taoge segar,Sarapan,34.0,3.7,1.2,4.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1200,Taokoa,Sarapan,104.0,12.9,6.8,1.2,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
1201,Tapai beras,Sarapan,99.0,1.7,0.3,22.4,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1202,Tapai ketan hitam,Sarapan,166.0,3.8,1.0,34.4,1.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1203,Tapai ketan putih,Sarapan,172.0,3.0,0.5,37.5,1.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1204,Tapai singkong,Sarapan,169.0,1.4,0.3,40.2,2.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1205,Tauco cap DAS cake,Makan Siang,358.0,7.5,4.3,70.4,3.5,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1206,Tauji cap singa,Sarapan,277.0,9.1,4.7,49.6,2.5,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1207,Tebu Terubuk,Sarapan,25.0,4.6,0.4,3.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1208,Tedong pallu basa masakan,Sarapan,83.0,10.4,3.4,2.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1209,Teh,Sarapan,132.0,19.5,0.7,67.8,3.4,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo rendah kalori
1210,Teh hijau daun kering,Sarapan,300.0,28.3,4.8,53.6,2.7,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
